gvkey,datadate,fyear,tic,act,ch,ebit,lct
004517,1996/12/31,1996,NEE,1173.5310,195.9320,1170.8200,1274.4640
004517,1997/12/31,1997,NEE,1101.0000,54.0000,1228.0000,1499.0000
004517,1998/12/31,1998,NEE,1266.0000,187.0000,1252.0000,1641.0000
004517,1999/12/31,1999,NEE,1373.0000,361.0000,920.0000,1870.0000
004517,2000/12/31,2000,NEE,1781.0000,129.0000,1240.0000,2763.0000
004517,2001/12/31,2001,NEE,1602.0000,82.0000,1397.0000,3639.0000
004517,2002/12/31,2002,NEE,1908.0000,266.0000,1228.0000,3911.0000
004517,2003/12/31,2003,NEE,2470.0000,129.0000,1531.0000,3353.0000
004517,2004/12/31,2004,NEE,2527.0000,225.0000,1553.0000,4248.0000
004517,2005/12/31,2005,NEE,4987.0000,530.0000,1464.0000,7267.0000
004517,2006/12/31,2006,NEE,4999.0000,620.0000,2225.0000,6493.0000
004517,2007/12/31,2007,NEE,3779.0000,290.0000,2287.0000,5758.0000
004517,2008/12/31,2008,NEE,5392.0000,535.0000,2825.0000,7689.0000
004517,2009/12/31,2009,NEE,4337.0000,238.0000,2594.0000,6449.0000
004517,2010/12/31,2010,NEE,5258.0000,302.0000,3243.0000,6904.0000
004517,2011/12/31,2011,NEE,4872.0000,377.0000,3429.0000,6719.0000
004517,2012/12/31,2012,NEE,5237.0000,329.0000,3276.0000,8879.0000
004517,2013/12/31,2013,NEE,5842.0000,438.0000,3541.0000,9189.0000
004517,2014/12/31,2014,NEE,6944.0000,577.0000,4395.0000,9663.0000
004517,2015/12/31,2015,NEE,6795.0000,571.0000,4658.0000,10107.0000
004517,2016/12/31,2016,NEE,7409.0000,1292.0000,4297.0000,10919.0000
004517,2017/12/31,2017,NEE,7157.0000,1714.0000,5395.0000,11232.0000
004517,2018/12/31,2018,NEE,6393.0000,638.0000,4312.0000,17563.0000
004598,1978/05/31,1977,FDX,30.3700,1.7450,26.2770,22.7410
004598,1979/05/31,1978,FDX,48.9750,3.2320,42.1520,40.0670
004598,1980/05/31,1979,FDX,85.4540,4.8170,68.9630,58.7750
004598,1981/05/31,1980,FDX,166.9520,11.4790,102.0970,105.9080
004598,1982/05/31,1981,FDX,194.2650,6.6550,119.4660,114.5960
004598,1983/05/31,1982,FDX,265.1710,0.2040,150.7370,175.2930
004598,1984/05/31,1983,FDX,328.1360,2.1900,165.2080,255.9100
004598,1985/05/31,1984,FDX,423.1440,0.8890,136.7230,316.8780
004598,1986/05/31,1985,FDX,613.2900,7.5360,212.1410,431.9100
004598,1987/05/31,1986,FDX,507.4800,6.6850,364.7430,503.7250
004598,1988/05/31,1987,FDX,630.0050,19.7450,379.4520,572.0520
004598,1989/05/31,1988,FDX,1100.0800,157.3080,424.4350,1089.0960
004598,1990/05/31,1989,FDX,1315.4030,98.4990,413.5790,1240.2140
004598,1991/05/31,1990,FDX,1282.8470,117.6920,400.7930,1493.7720
004598,1992/05/31,1991,FDX,1206.0060,78.1770,276.9670,1384.8550
004598,1993/05/31,1992,FDX,1439.7180,155.4560,364.6730,1449.2650
004598,1994/05/31,1993,FDX,1761.6960,392.9230,530.6320,1536.4280
004598,1995/05/31,1994,FDX,1869.0820,357.5480,591.1440,1778.5350
004598,1996/05/31,1995,FDX,1728.2610,93.4190,623.8240,1618.3970
004598,1997/05/31,1996,FDX,2132.5890,122.0230,684.0420,1962.7830
004598,1998/05/31,1997,FDX,2880.1320,229.5650,1082.6600,2803.8390
004598,1999/05/31,1998,FDX,3141.0280,325.3230,1163.0860,2784.7570
004598,2000/05/31,1999,FDX,3284.7440,67.9590,1221.0740,2891.0260
004598,2001/05/31,2000,FDX,3449.0610,121.3020,1194.8900,3249.5160
004598,2002/05/31,2001,FDX,3665.0000,331.0000,1193.0000,2942.0000
004598,2003/05/31,2002,FDX,3941.0000,538.0000,1471.0000,3335.0000
004598,2004/05/31,2003,FDX,4970.0000,1046.0000,1875.0000,4732.0000
004598,2005/05/31,2004,FDX,5269.0000,1039.0000,2519.0000,4734.0000
004598,2006/05/31,2005,FDX,6464.0000,1937.0000,3093.0000,5473.0000
004598,2007/05/31,2006,FDX,6629.0000,1569.0000,3419.0000,5428.0000
004598,2008/05/31,2007,FDX,7244.0000,1539.0000,2957.0000,5368.0000
004598,2009/05/31,2008,FDX,7116.0000,2292.0000,1951.0000,4524.0000
004598,2010/05/31,2009,FDX,7284.0000,1952.0000,1962.0000,4645.0000
004598,2011/05/31,2010,FDX,8285.0000,2328.0000,2577.0000,4882.0000
004598,2012/05/31,2011,FDX,9056.0000,2843.0000,3254.0000,5374.0000
004598,2013/05/31,2012,FDX,11274.0000,4917.0000,3211.0000,5750.0000
004598,2014/05/31,2013,FDX,9683.0000,2908.0000,3446.0000,5312.0000
004598,2015/05/31,2014,FDX,10941.0000,3763.0000,2340.0000,5957.0000
004598,2016/05/31,2015,FDX,11989.0000,3534.0000,3534.0000,8008.0000
004598,2017/05/31,2016,FDX,12628.0000,3969.0000,5425.0000,7918.0000
004598,2018/05/31,2017,FDX,13341.0000,3265.0000,5945.0000,9627.0000
004605,1972/12/31,1972,FRT,,0.0520,1.1050,1.8490
004605,1973/12/31,1973,FRT,,0.1590,1.5140,4.4000
004605,1974/12/31,1974,FRT,,0.1360,2.1210,3.9560
004605,1975/12/31,1975,FRT,,0.0890,1.9570,2.7910
004605,1976/12/31,1976,FRT,,1.6920,2.0420,1.9080
004605,1977/12/31,1977,FRT,,0.0030,2.5780,5.2560
004605,1978/12/31,1978,FRT,,0.2910,3.0250,6.3260
004605,1979/12/31,1979,FRT,,0.1160,2.9940,4.6110
004605,1980/12/31,1980,FRT,,0.1360,4.1310,
004605,1981/12/31,1981,FRT,,0.1320,5.2480,
004605,1982/12/31,1982,FRT,,0.1310,5.9730,
004605,1983/12/31,1983,FRT,,0.2670,9.8840,
004605,1984/12/31,1984,FRT,,0.1920,12.7430,
004605,1985/12/31,1985,FRT,,1.1450,16.8570,
004605,1986/12/31,1986,FRT,,0.0500,22.2340,
004605,1987/12/31,1987,FRT,,87.2340,30.4200,
004605,1988/12/31,1988,FRT,,15.4310,33.0690,
004605,1989/12/31,1989,FRT,,50.1180,38.2920,
004605,1990/12/31,1990,FRT,,25.0640,41.5500,
004605,1991/12/31,1991,FRT,,43.3870,43.1120,
004605,1992/12/31,1992,FRT,,36.3160,43.3070,
004605,1993/12/31,1993,FRT,,9.6350,48.4440,
004605,1994/12/31,1994,FRT,,3.9950,52.3200,
004605,1995/12/31,1995,FRT,,10.5210,62.6190,
004605,1996/12/31,1996,FRT,,11.0410,74.7030,
004605,1997/12/31,1997,FRT,,17.0430,88.7590,
004605,1998/12/31,1998,FRT,,17.2300,107.8740,
004605,1999/12/31,1999,FRT,,11.7380,123.6840,
004605,2000/12/31,2000,FRT,,11.3570,129.8040,
004605,2001/12/31,2001,FRT,,17.5630,134.0540,
004605,2002/12/31,2002,FRT,,23.1230,136.0160,
004605,2003/12/31,2003,FRT,,34.9680,152.9240,
004605,2004/12/31,2004,FRT,,30.4750,158.2020,
004605,2005/12/31,2005,FRT,,8.6390,179.0220,
004605,2006/12/31,2006,FRT,,11.4950,202.2370,
004605,2007/12/31,2007,FRT,,50.6910,213.3350,
004605,2008/12/31,2008,FRT,,15.2230,221.4670,
004605,2009/12/31,2009,FRT,,135.3890,230.1310,
004605,2010/12/31,2010,FRT,,15.7970,232.1200,
004605,2011/12/31,2011,FRT,,67.8060,229.7230,
004605,2012/12/31,2012,FRT,,36.9880,257.7080,
004605,2013/12/31,2013,FRT,,88.9270,256.0920,
004605,2014/12/31,2014,FRT,,47.9510,272.3740,
004605,2015/12/31,2015,FRT,,21.0460,301.7190,
004605,2016/12/31,2016,FRT,,23.3680,321.4190,
004605,2017/12/31,2017,FRT,,15.1880,332.3460,
004605,2018/12/31,2018,FRT,,64.0870,347.2650,
004611,1963/01/31,1962,M,280.7000,,81.1800,95.8000
004611,1964/01/31,1963,M,285.7000,,93.4190,88.7000
004611,1965/01/31,1964,M,432.4910,,129.5930,143.4890
004611,1966/01/31,1965,M,496.4000,,132.1370,164.9640
004611,1967/01/31,1966,M,529.3000,,138.0300,193.7000
004611,1968/01/31,1967,M,570.8000,,155.6360,218.2000
004611,1969/01/31,1968,M,617.9000,,159.7600,242.5000
004611,1970/01/31,1969,M,686.2870,50.6880,168.7690,329.1840
004611,1971/01/31,1970,M,700.6840,53.2880,157.5620,304.8540
004611,1972/01/31,1971,M,765.0390,51.7310,184.4080,349.3470
004611,1973/01/31,1972,M,789.4350,42.4560,208.8990,369.8670
004611,1974/01/31,1973,M,816.3490,34.6180,236.5540,438.7470
004611,1975/01/31,1974,M,842.2620,38.4150,251.4790,447.0000
004611,1976/01/31,1975,M,944.2340,43.6950,325.2010,556.7170
004611,1977/01/31,1976,M,1181.6900,51.1790,342.7650,682.3400
004611,1978/01/31,1977,M,1338.9040,46.5710,407.4160,742.9370
004611,1979/01/31,1978,M,1541.1370,68.1490,419.7170,950.2410
004611,1980/01/31,1979,M,1695.5040,35.1710,430.6390,1142.3230
004611,1981/01/31,1980,M,1823.8070,44.1050,462.0790,1030.0190
004611,1982/01/31,1981,M,2089.6200,51.3890,540.4070,1361.0220
004611,1983/01/31,1982,M,2299.8520,54.6340,518.4690,1539.1530
004611,1984/01/31,1983,M,2655.9300,64.5050,688.2260,1676.7270
004611,1985/01/31,1984,M,3009.0920,105.1410,647.0840,1701.5410
004611,1986/01/31,1985,M,3024.8270,54.2700,655.1630,1489.1230
004611,1987/01/31,1986,M,3103.9990,101.0970,659.9240,1608.3510
004611,1988/01/31,1987,M,3250.5430,93.2170,627.4670,1803.4220
004611,1989/01/31,1988,M,2282.3270,54.6300,294.6160,2571.1890
004611,1990/01/31,1989,M,2276.4030,285.2490,150.6570,596.1960
004611,1991/01/31,1990,M,1997.4430,118.5190,88.9930,857.1130
004611,1992/01/31,1991,M,3841.1630,1002.4820,266.9720,1917.3510
004611,1993/01/31,1992,M,3390.0810,566.9840,429.8610,1162.7450
004611,1994/01/31,1993,M,3297.6210,222.4280,507.9190,1330.0520
004611,1995/01/31,1994,M,5190.4480,206.4900,635.3920,2712.0720
004611,1996/01/31,1995,M,6360.3650,172.5180,982.3980,3098.0690
004611,1997/01/31,1996,M,6427.3020,148.7940,1201.8300,3595.6990
004611,1998/01/31,1997,M,6194.0000,142.0000,1341.0000,3060.0000
004611,1999/01/31,1998,M,5972.0000,307.0000,1455.0000,3068.0000
004611,2000/01/31,1999,M,8522.0000,218.0000,1701.0000,4552.0000
004611,2001/01/31,2000,M,8700.0000,322.0000,1512.0000,4869.0000
004611,2002/01/31,2001,M,7280.0000,636.0000,1319.0000,3714.0000
004611,2003/01/31,2002,M,7154.0000,716.0000,1343.0000,3601.0000
004611,2004/01/31,2003,M,7452.0000,925.0000,1341.0000,3883.0000
004611,2005/01/31,2004,M,7510.0000,868.0000,1400.0000,4301.0000
004611,2006/01/31,2005,M,10145.0000,248.0000,1944.0000,7590.0000
004611,2007/01/31,2006,M,7422.0000,1211.0000,1645.0000,6359.0000
004611,2008/01/31,2007,M,6324.0000,583.0000,1863.0000,5360.0000
004611,2009/01/31,2008,M,6740.0000,1306.0000,1376.0000,5126.0000
004611,2010/01/31,2009,M,6882.0000,1686.0000,1438.0000,4454.0000
004611,2011/01/31,2010,M,6899.0000,1464.0000,1912.0000,5065.0000
004611,2012/01/31,2011,M,8777.0000,2827.0000,2379.0000,6263.0000
004611,2013/01/31,2012,M,7876.0000,1836.0000,2665.0000,5075.0000
004611,2014/01/31,2013,M,8688.0000,2273.0000,2717.0000,5726.0000
004611,2015/01/31,2014,M,8679.0000,2246.0000,2833.0000,5536.0000
004611,2016/01/31,2015,M,7652.0000,1109.0000,2039.0000,5728.0000
004611,2017/01/31,2016,M,7626.0000,1297.0000,1315.0000,5647.0000
004611,2018/01/31,2017,M,7444.0000,1455.0000,1383.0000,5075.0000
004640,1980/12/31,1980,FITB,,151.2060,,
004640,1981/12/31,1981,FITB,,143.2400,,
004640,1982/12/31,1982,FITB,,140.2570,,
004640,1983/12/31,1983,FITB,,144.2630,,
004640,1984/12/31,1984,FITB,,200.7680,,
004640,1985/12/31,1985,FITB,,198.2730,90.8250,
004640,1986/12/31,1986,FITB,,286.5870,104.9840,
004640,1987/12/31,1987,FITB,,315.9470,127.3410,
004640,1988/12/31,1988,FITB,,361.1570,164.7410,
004640,1989/12/31,1989,FITB,,453.3660,225.3960,
004640,1990/12/31,1990,FITB,,564.2470,250.9100,
004640,1991/12/31,1991,FITB,,501.1880,296.0330,
004640,1992/12/31,1992,FITB,,565.9480,357.1970,
004640,1993/12/31,1993,FITB,,580.9360,398.0650,
004640,1994/12/31,1994,FITB,,695.0090,483.4890,
004640,1995/12/31,1995,FITB,,628.5350,562.5290,
004640,1996/12/31,1996,FITB,,808.9260,657.8440,
004640,1997/12/31,1997,FITB,,720.1330,760.7810,
004640,1998/12/31,1998,FITB,,819.8620,1042.8350,
004640,1999/12/31,1999,FITB,,1213.0000,1417.0730,
004640,2000/12/31,2000,FITB,,985.0000,1744.5340,
004640,2001/12/31,2001,FITB,,2031.0000,2714.5930,
004640,2002/12/31,2002,FITB,,1891.0000,3312.5030,
004640,2003/12/31,2003,FITB,,2359.0000,3585.9750,
004640,2004/12/31,2004,FITB,,2561.0000,3390.0000,
004640,2005/12/31,2005,FITB,,3078.0000,3393.0000,
004640,2006/12/31,2006,FITB,,2737.0000,2850.0000,
004640,2007/12/31,2007,FITB,,2687.0000,2924.0000,
004640,2008/12/31,2008,FITB,,2739.0000,-160.0000,
004640,2009/12/31,2009,FITB,,2318.0000,754.0000,
004640,2010/12/31,2010,FITB,,2159.0000,2479.0000,
004640,2011/12/31,2011,FITB,,2663.0000,2982.0000,
004640,2012/12/31,2012,FITB,,2441.0000,3197.0000,
004640,2013/12/31,2013,FITB,,3178.0000,3611.0000,
004640,2014/12/31,2014,FITB,,3091.0000,3134.0000,
004640,2015/12/31,2015,FITB,,2540.0000,3589.0000,
004640,2016/12/31,2016,FITB,,2392.0000,3074.0000,
004640,2017/12/31,2017,FITB,,2514.0000,3087.0000,
004640,2018/12/31,2018,FITB,,2681.0000,3339.0000,
004674,1971/12/31,1971,RF,,75.7980,13.6270,
004674,1972/12/31,1972,RF,,82.5510,16.1470,
004674,1973/12/31,1973,RF,,117.1460,20.2840,
004674,1974/12/31,1974,RF,,123.5890,25.9660,
004674,1975/12/31,1975,RF,,127.3800,26.6760,
004674,1976/12/31,1976,RF,,121.6940,30.2850,
004674,1977/12/31,1977,RF,,143.6510,36.2230,
004674,1978/12/31,1978,RF,,183.8370,41.3600,
004674,1979/12/31,1979,RF,,170.6140,47.0530,
004674,1980/12/31,1980,RF,,180.4810,,
004674,1981/12/31,1981,RF,,242.3420,,
004674,1982/12/31,1982,RF,,222.6000,,
004674,1983/12/31,1983,RF,,274.6390,,
004674,1984/12/31,1984,RF,,266.8110,,
004674,1985/12/31,1985,RF,,306.6840,105.8000,
004674,1986/12/31,1986,RF,,381.2680,114.1370,
004674,1987/12/31,1987,RF,,356.4690,123.6950,
004674,1988/12/31,1988,RF,,293.7600,130.2970,
004674,1989/12/31,1989,RF,,351.6970,138.2610,
004674,1990/12/31,1990,RF,,323.4230,159.4230,
004674,1991/12/31,1991,RF,,327.8120,192.9630,
004674,1992/12/31,1992,RF,,496.5460,234.8860,
004674,1993/12/31,1993,RF,,462.0320,249.9250,
004674,1994/12/31,1994,RF,,551.0840,319.5100,
004674,1995/12/31,1995,RF,,484.0810,364.2250,
004674,1996/12/31,1996,RF,,774.8490,512.8570,
004674,1997/12/31,1997,RF,,726.0590,601.8110,
004674,1998/12/31,1998,RF,,1619.0060,1000.6050,
004674,1999/12/31,1999,RF,,1393.4180,1103.6970,
004674,2000/12/31,2000,RF,,1210.8720,978.2170,
004674,2001/12/31,2001,RF,,1239.5980,1118.4000,
004674,2002/12/31,2002,RF,,1577.5360,1340.5600,
004674,2003/12/31,2003,RF,,1255.8530,1376.4970,
004674,2004/12/31,2004,RF,,1853.3990,1887.5520,
004674,2005/12/31,2005,RF,,2414.5600,2344.3110,
004674,2006/12/31,2006,RF,,3550.7420,2770.6330,
004674,2007/12/31,2007,RF,,3720.3650,3211.9220,
004674,2008/12/31,2008,RF,,2642.5090,1372.3590,
004674,2009/12/31,2009,RF,,2052.0000,-26.0000,
004674,2010/12/31,2010,RF,,1643.0000,637.0000,
004674,2011/12/31,2011,RF,,2132.0000,1392.0000,
004674,2012/12/31,2012,RF,,1979.0000,2781.0000,
004674,2013/12/31,2013,RF,,1661.0000,2656.0000,
004674,2014/12/31,2014,RF,,1601.0000,2566.0000,
004674,2015/12/31,2015,RF,,1382.0000,2499.0000,
004674,2016/12/31,2016,RF,,1853.0000,2651.0000,
004674,2017/12/31,2017,RF,,2012.0000,2878.0000,
004674,2018/12/31,2018,RF,,2018.0000,2918.0000,
004699,1963/12/31,1963,MTB,,88.8360,,
004699,1964/12/31,1964,MTB,,107.7680,,
004699,1965/12/31,1965,MTB,,104.1120,11.0350,
004699,1966/12/31,1966,MTB,,115.5510,11.3000,
004699,1967/12/31,1967,MTB,,129.6120,17.4840,
004699,1968/12/31,1968,MTB,,133.3810,20.5200,
004699,1969/12/31,1969,MTB,,118.1160,21.4380,
004699,1970/12/31,1970,MTB,,124.4730,15.5000,
004699,1971/12/31,1971,MTB,,123.1750,15.4090,
004699,1972/12/31,1972,MTB,,184.7170,18.2650,
004699,1973/12/31,1973,MTB,,183.5560,17.3790,
004699,1974/12/31,1974,MTB,,149.2300,15.3740,
004699,1975/12/31,1975,MTB,,117.6700,15.1980,
004699,1976/12/31,1976,MTB,,133.6470,8.3330,
004699,1977/12/31,1977,MTB,,169.8600,17.4090,
004699,1978/12/31,1978,MTB,,142.1660,28.0270,
004699,1979/12/31,1979,MTB,,162.7570,28.6850,
004699,1980/12/31,1980,MTB,,146.2250,,
004699,1981/12/31,1981,MTB,,159.6420,,
004699,1982/12/31,1982,MTB,,128.9670,,
004699,1983/12/31,1983,MTB,,143.2370,,
004699,1984/12/31,1984,MTB,,164.8930,,
004699,1985/12/31,1985,MTB,,170.2720,56.1550,
004699,1986/12/31,1986,MTB,,216.3350,65.7140,
004699,1987/12/31,1987,MTB,,202.0860,118.8850,
004699,1988/12/31,1988,MTB,,253.9450,116.3890,
004699,1989/12/31,1989,MTB,,271.7580,125.5690,
004699,1990/12/31,1990,MTB,,235.8050,141.9830,
004699,1991/12/31,1991,MTB,,269.1680,207.6290,
004699,1992/12/31,1992,MTB,,264.5060,303.1230,
004699,1993/12/31,1993,MTB,,195.7920,280.1440,
004699,1994/12/31,1994,MTB,,377.7810,303.3650,
004699,1995/12/31,1995,MTB,,363.1190,331.0830,
004699,1996/12/31,1996,MTB,,324.6590,362.0010,
004699,1997/12/31,1997,MTB,,333.8050,388.2170,
004699,1998/12/31,1998,MTB,,493.7920,486.0770,
004699,1999/12/31,1999,MTB,,592.7550,542.2630,
004699,2000/12/31,2000,MTB,,750.2590,606.5580,
004699,2001/12/31,2001,MTB,,965.6640,791.9300,
004699,2002/12/31,2002,MTB,,963.7720,943.4960,
004699,2003/12/31,2003,MTB,,1877.4940,1206.9090,
004699,2004/12/31,2004,MTB,,1334.6280,1395.3200,
004699,2005/12/31,2005,MTB,,1479.2390,1486.3850,
004699,2006/12/31,2006,MTB,,1605.5060,1565.3330,
004699,2007/12/31,2007,MTB,,1719.5090,1335.7020,
004699,2008/12/31,2008,MTB,,1546.8040,1135.0540,
004699,2009/12/31,2009,MTB,,1226.2230,1066.6690,
004699,2010/12/31,2010,MTB,,908.7550,1581.5420,
004699,2011/12/31,2011,MTB,,1449.5470,2002.9940,
004699,2012/12/31,2012,MTB,,1983.6150,2290.1460,
004699,2013/12/31,2013,MTB,,1573.3610,2531.7200,
004699,2014/12/31,2014,MTB,,1289.9650,2458.7400,
004699,2015/12/31,2015,MTB,,1368.0400,2527.4960,
004699,2016/12/31,2016,MTB,,1320.5490,2993.1630,
004699,2017/12/31,2017,MTB,,1420.8880,3321.2490,
004699,2018/12/31,2018,MTB,,1605.4390,3566.2050,
004723,1963/12/31,1963,USB,,116.2560,,
004723,1964/12/31,1964,USB,,129.5240,,
004723,1965/12/31,1965,USB,,123.8380,,
004723,1966/12/31,1966,USB,,141.5050,,
004723,1967/12/31,1967,USB,,139.1080,16.8140,
004723,1968/12/31,1968,USB,,156.5000,18.8330,
004723,1969/12/31,1969,USB,,155.6730,22.3060,
004723,1970/12/31,1970,USB,,197.0160,23.3190,
004723,1971/12/31,1971,USB,,182.5530,14.7290,
004723,1972/12/31,1972,USB,,132.0960,19604.3260,
004723,1973/12/31,1973,USB,,152.9350,26.3700,
004723,1974/12/31,1974,USB,,168.0990,27.9290,
004723,1975/12/31,1975,USB,,175.9500,28.8120,
004723,1976/12/31,1976,USB,,187.3850,30.2400,
004723,1977/12/31,1977,USB,,216.2440,34.5730,
004723,1978/12/31,1978,USB,,240.9820,40.7640,
004723,1979/12/31,1979,USB,,243.6790,46.4980,
004723,1980/12/31,1980,USB,,273.7810,,
004723,1981/12/31,1981,USB,,213.6130,,
004723,1982/12/31,1982,USB,,144.4530,,
004723,1983/12/31,1983,USB,,187.0000,,
004723,1984/12/31,1984,USB,,215.6800,,
004723,1985/12/31,1985,USB,,241.3290,78.5920,
004723,1986/12/31,1986,USB,,335.2430,96.5160,
004723,1987/12/31,1987,USB,,304.1830,111.7600,
004723,1988/12/31,1988,USB,,326.9240,138.6140,
004723,1989/12/31,1989,USB,,399.3570,149.1020,
004723,1990/12/31,1990,USB,,395.3410,160.9290,
004723,1991/12/31,1991,USB,,326.9350,179.0850,
004723,1992/12/31,1992,USB,,434.8450,216.7220,
004723,1993/12/31,1993,USB,,387.7590,218.8570,
004723,1994/12/31,1994,USB,,429.4670,249.3390,
004723,1995/12/31,1995,USB,,463.6930,286.0040,
004723,1996/12/31,1996,USB,,508.8310,328.9700,
004723,1997/12/31,1997,USB,,577.4790,382.1200,
004723,1998/12/31,1998,USB,,2349.5320,1105.7410,
004723,1999/12/31,1999,USB,,3288.2910,2250.8540,
004723,2000/12/31,2000,USB,,4332.5840,2596.6420,
004723,2001/12/31,2001,USB,,9120.0000,4927.0000,
004723,2002/12/31,2002,USB,,10758.0000,7028.8000,
004723,2003/12/31,2003,USB,,8478.0000,7141.8000,
004723,2004/12/31,2004,USB,,6336.0000,7894.0000,
004723,2005/12/31,2005,USB,,8004.0000,8290.0000,
004723,2006/12/31,2006,USB,,8639.0000,8672.0000,
004723,2007/12/31,2007,USB,,8884.0000,8630.0000,
004723,2008/12/31,2008,USB,,6859.0000,6448.0000,
004723,2009/12/31,2009,USB,,6206.0000,5761.0000,
004723,2010/12/31,2010,USB,,14487.0000,7595.0000,
004723,2011/12/31,2011,USB,,13962.0000,9827.0000,
004723,2012/12/31,2012,USB,,8252.0000,11439.0000,
004723,2013/12/31,2013,USB,,8477.0000,11058.0000,
004723,2014/12/31,2014,USB,,10654.0000,11658.0000,
004723,2015/12/31,2015,USB,,11147.0000,11510.0000,
004723,2016/12/31,2016,USB,,15705.0000,11992.0000,
004723,2017/12/31,2017,USB,,19505.0000,12043.0000,
004723,2018/12/31,2018,USB,,21453.0000,12219.0000,
004818,1963/10/31,1963,FLR,34.7000,,2.3600,21.5000
004818,1964/10/31,1964,FLR,32.9000,,2.7500,16.3000
004818,1965/10/31,1965,FLR,59.9000,,7.4400,38.6000
004818,1966/10/31,1966,FLR,76.4000,,14.5700,47.8000
004818,1967/10/31,1967,FLR,73.8000,,22.4000,43.3000
004818,1968/10/31,1968,FLR,80.1000,,22.4800,46.2000
004818,1969/10/31,1969,FLR,126.3240,16.7630,36.4500,76.3810
004818,1970/10/31,1970,FLR,131.2660,12.5990,25.9280,85.7610
004818,1971/10/31,1971,FLR,111.9590,13.7070,22.9550,73.5090
004818,1972/10/31,1972,FLR,90.9000,3.1280,12.6190,56.8650
004818,1973/10/31,1973,FLR,148.2380,2.7960,26.3550,92.8090
004818,1974/10/31,1974,FLR,223.7460,13.0630,59.5040,186.3850
004818,1975/10/31,1975,FLR,305.4810,10.1380,94.6290,269.1010
004818,1976/10/31,1976,FLR,417.2180,7.6250,132.1360,394.4120
004818,1977/10/31,1977,FLR,446.1470,33.7660,153.2270,518.4790
004818,1978/10/31,1978,FLR,546.2690,8.5940,160.3250,586.0440
004818,1979/10/31,1979,FLR,674.9370,9.5930,177.7410,538.6240
004818,1980/10/31,1980,FLR,956.1590,24.3100,221.2270,775.1680
004818,1981/10/31,1981,FLR,1419.6500,,337.9670,1254.8250
004818,1982/10/31,1982,FLR,1541.4000,,377.8340,1488.4360
004818,1983/10/31,1983,FLR,1146.0030,,234.4750,1090.1550
004818,1984/10/31,1984,FLR,1025.8800,,79.1160,1016.3900
004818,1985/10/31,1985,FLR,1057.2370,,-267.1570,1020.6980
004818,1986/10/31,1986,FLR,922.1380,,-83.2980,656.7970
004818,1987/10/31,1987,FLR,1213.4580,,-49.1650,733.2740
004818,1988/10/31,1988,FLR,998.5940,164.5800,90.5450,844.0480
004818,1989/10/31,1989,FLR,1036.4410,234.8770,158.5520,797.7210
004818,1990/10/31,1990,FLR,1222.8020,229.8890,167.8730,983.9800
004818,1991/10/31,1991,FLR,1159.5250,184.0220,157.3980,848.2130
004818,1992/10/31,1992,FLR,1138.5550,195.3460,215.6070,845.4040
004818,1993/10/31,1993,FLR,1309.0240,214.8440,242.1120,930.8730
004818,1994/10/31,1994,FLR,1258.4630,374.4680,298.6110,1021.3200
004818,1995/10/31,1995,FLR,1411.6710,292.9340,342.6720,1238.6450
004818,1996/10/31,1996,FLR,1796.8230,246.9640,401.6230,1645.5680
004818,1997/10/31,1997,FLR,2225.8860,299.3240,262.7410,1990.6840
004818,1998/10/31,1998,FLR,2277.1510,340.5440,386.7390,2495.5540
004818,1999/10/31,1999,FLR,1910.1710,209.6140,335.3420,2204.3100
004818,2000/10/31,2000,FLR,1447.7930,69.4260,138.9980,1620.3750
004818,2001/12/31,2001,FLR,1851.3270,572.6540,186.2280,1811.4180
004818,2002/12/31,2002,FLR,1941.4650,753.3670,289.0740,1756.1710
004818,2003/12/31,2003,FLR,2213.6440,496.5020,272.1610,1829.1380
004818,2004/12/31,2004,FLR,2723.3140,604.5170,257.8530,1763.9810
004818,2005/12/31,2005,FLR,3108.2220,789.0160,303.9050,2339.3350
004818,2006/12/31,2006,FLR,3323.5860,976.0500,395.8560,2406.2670
004818,2007/12/31,2007,FLR,4059.5000,1175.1440,608.5840,2860.0940
004818,2008/12/31,2008,FLR,4668.6620,1834.3240,996.8980,3162.6100
004818,2009/12/31,2009,FLR,5122.0880,1687.0280,1167.6160,3301.3980
004818,2010/12/31,2010,FLR,5562.8250,2134.9970,986.9820,3523.3830
004818,2011/12/31,2011,FLR,5880.6230,2161.4110,985.4560,3840.1110
004818,2012/12/31,2012,FLR,6094.1370,2154.5410,1120.1310,3887.1140
004818,2013/12/31,2013,FLR,6003.6830,2283.5820,1150.0430,3407.1600
004818,2014/12/31,2014,FLR,5758.0470,1993.1250,1216.3220,3330.8530
004818,2015/12/31,2015,FLR,5278.2870,1949.8860,930.3670,2935.3520
004818,2016/12/31,2016,FLR,5610.2700,1850.4360,663.2430,3816.0290
004818,2017/12/31,2017,FLR,5601.2570,1804.0750,440.3030,3574.1700
004818,2018/12/31,2018,FLR,5440.8930,1764.7460,429.5240,3552.5130
004839,1962/12/31,1962,F,2669.1250,,1007.1000,1561.6750
004839,1963/12/31,1963,F,2990.5190,,1028.1700,1792.3210
004839,1964/12/31,1964,F,3156.1000,,985.8400,1982.3000
004839,1965/12/31,1965,F,3733.5000,,1282.5000,2526.0000
004839,1966/12/31,1966,F,3913.3000,,1157.5200,2475.0000
