gvkey,datadate,fyear,tic,act,ch,ebit,lct
009783,2005/12/31,2005,KEY,,3108.0000,2728.0000,
009783,2006/12/31,2006,KEY,,2264.0000,2330.0000,
009783,2007/12/31,2007,KEY,,1814.0000,1660.0000,
009783,2008/12/31,2008,KEY,,1257.0000,-169.0000,
009783,2009/12/31,2009,KEY,,471.0000,-1300.0000,
009783,2010/12/31,2010,KEY,,278.0000,1514.0000,
009783,2011/12/31,2011,KEY,,694.0000,1890.0000,
009783,2012/12/31,2012,KEY,,585.0000,1720.0000,
009783,2013/12/31,2013,KEY,,617.0000,1926.0000,
009783,2014/12/31,2014,KEY,,653.0000,2041.0000,
009783,2015/12/31,2015,KEY,,607.0000,2020.0000,
009783,2016/12/31,2016,KEY,,677.0000,2192.0000,
009783,2017/12/31,2017,KEY,,671.0000,3114.0000,
009783,2018/12/31,2018,KEY,,678.0000,3258.0000,
009846,1962/12/31,1962,EIX,86.4810,,126.9970,86.1070
009846,1963/12/31,1963,EIX,98.1750,,149.2910,143.0450
009846,1964/12/31,1964,EIX,96.6230,,154.7920,105.9330
009846,1965/12/31,1965,EIX,106.5230,,162.9680,123.9460
009846,1966/12/31,1966,EIX,151.0000,,172.6360,101.2500
009846,1967/12/31,1967,EIX,124.4360,,186.8460,185.6890
009846,1968/12/31,1968,EIX,136.7100,,185.6790,207.1280
009846,1969/12/31,1969,EIX,160.1610,,195.7970,174.3450
009846,1970/12/31,1970,EIX,156.4910,,223.3650,138.7730
009846,1971/12/31,1971,EIX,212.0630,,228.1440,156.2440
009846,1972/12/31,1972,EIX,313.6220,,265.9360,183.2560
009846,1973/12/31,1973,EIX,304.4530,8.7870,282.2020,322.8710
009846,1974/12/31,1974,EIX,582.8260,8.0030,445.6230,387.6440
009846,1975/12/31,1975,EIX,531.1510,15.0330,333.9260,409.5760
009846,1976/12/31,1976,EIX,421.2920,8.4120,349.2840,359.3080
009846,1977/12/31,1977,EIX,723.8840,9.2450,399.0030,617.9970
009846,1978/12/31,1978,EIX,635.4900,7.4580,397.0410,540.9070
009846,1979/12/31,1979,EIX,925.5360,4.7050,484.1190,885.6780
009846,1980/12/31,1980,EIX,1021.9540,7.1420,,1074.2800
009846,1981/12/31,1981,EIX,1042.7620,10.4090,,1086.9160
009846,1982/12/31,1982,EIX,1465.4000,,,1402.9860
009846,1983/12/31,1983,EIX,1506.1350,,,1616.0480
009846,1984/12/31,1984,EIX,1208.0030,,,1190.6540
009846,1985/12/31,1985,EIX,1807.1900,,1693.9850,1595.3960
009846,1986/12/31,1986,EIX,1632.4100,,1679.7180,2085.5600
009846,1987/12/31,1987,EIX,1566.5020,,1624.7500,2565.7020
009846,1988/12/31,1988,EIX,1659.3620,228.3670,1542.7600,2452.1280
009846,1989/12/31,1989,EIX,1674.7580,150.6760,1665.5640,2761.3240
009846,1990/12/31,1990,EIX,1996.0840,479.1060,1740.8980,3319.2320
009846,1991/12/31,1991,EIX,2028.4930,477.0870,1678.6490,2927.0410
009846,1992/12/31,1992,EIX,1985.2690,496.3380,1739.1900,2820.9980
009846,1993/12/31,1993,EIX,1848.0960,420.5100,1546.9550,2851.3880
009846,1994/12/31,1994,EIX,2134.0980,533.9570,1650.0590,3157.0180
009846,1995/12/31,1995,EIX,2430.5510,507.1510,1789.6860,3283.9030
009846,1996/12/31,1996,EIX,2571.9210,896.5940,1886.8840,3437.6330
009846,1997/12/31,1997,EIX,3597.4830,1906.5050,1844.9220,3728.1760
009846,1998/12/31,1998,EIX,3128.4960,583.5560,1594.9590,4286.2800
009846,1999/12/31,1999,EIX,2670.0000,508.0000,1744.0000,6842.0000
009846,2000/12/31,2000,EIX,5666.0000,1973.0000,-1729.0000,10800.0000
009846,2001/12/31,2001,EIX,7500.0000,3991.0000,5456.0000,9857.0000
009846,2002/12/31,2002,EIX,5458.0000,2474.0000,2372.0000,6654.0000
009846,2003/12/31,2003,EIX,5049.0000,2198.0000,2095.0000,6167.0000
009846,2004/12/31,2004,EIX,5449.0000,2688.0000,2089.0000,4037.0000
009846,2005/12/31,2005,EIX,5959.0000,1893.0000,2303.0000,4959.0000
009846,2006/12/31,2006,EIX,5482.0000,1795.0000,2490.0000,4303.0000
009846,2007/12/31,2007,EIX,4265.0000,1441.0000,2509.0000,4280.0000
009846,2008/12/31,2008,EIX,7353.0000,3916.0000,2563.0000,6697.0000
009846,2009/12/31,2009,EIX,4430.0000,1673.0000,2336.0000,3787.0000
009846,2010/12/31,2010,EIX,4422.0000,1389.0000,2166.0000,3952.0000
009846,2011/12/31,2011,EIX,4484.0000,1469.0000,2082.0000,4348.0000
009846,2012/12/31,2012,EIX,2672.0000,170.0000,2220.0000,3744.0000
009846,2013/12/31,2013,EIX,3312.0000,146.0000,2290.0000,4881.0000
009846,2014/12/31,2014,EIX,4019.0000,132.0000,2629.0000,5479.0000
009846,2015/12/31,2015,EIX,2654.0000,161.0000,2008.0000,4927.0000
009846,2016/12/31,2016,EIX,2123.0000,96.0000,2092.0000,5912.0000
009846,2017/12/31,2017,EIX,3729.0000,1091.0000,2209.0000,7068.0000
009846,2018/12/31,2018,EIX,3359.0000,144.0000,2179.0000,5395.0000
009850,1962/12/31,1962,SO,81.6590,,137.1230,76.0620
009850,1963/12/31,1963,SO,75.2270,,141.4610,100.3840
009850,1964/12/31,1964,SO,85.6870,,156.1410,88.4230
009850,1965/12/31,1965,SO,96.3200,,163.4900,84.7120
009850,1966/12/31,1966,SO,111.6340,,173.8540,92.4110
009850,1967/12/31,1967,SO,107.5500,,192.7580,96.2260
009850,1968/12/31,1968,SO,121.2710,,216.6170,193.3520
009850,1969/12/31,1969,SO,125.4790,,244.5650,194.4890
009850,1970/12/31,1970,SO,150.7330,,246.4960,164.5840
009850,1971/12/31,1971,SO,194.3880,,239.3460,252.4330
009850,1972/12/31,1972,SO,244.8280,,288.9660,248.5270
009850,1973/12/31,1973,SO,259.9760,17.9500,361.2860,437.5990
009850,1974/12/31,1974,SO,417.4570,37.5960,316.5560,973.8590
009850,1975/12/31,1975,SO,549.8000,33.8870,589.0270,642.9850
009850,1976/12/31,1976,SO,704.0510,38.0560,552.2010,700.7760
009850,1977/12/31,1977,SO,1034.4870,25.1310,679.1280,597.3500
009850,1978/12/31,1978,SO,1133.4310,31.6600,656.8810,913.0020
009850,1979/12/31,1979,SO,1039.7020,33.4940,736.9490,1060.3630
009850,1980/12/31,1980,SO,1507.9520,50.3440,,976.1130
009850,1981/12/31,1981,SO,1620.5400,27.1870,,789.5120
009850,1982/12/31,1982,SO,1891.8400,36.2180,,911.4790
009850,1983/12/31,1983,SO,2022.3570,46.4030,,1093.0580
009850,1984/12/31,1984,SO,2411.9170,55.8720,,1499.5050
009850,1985/12/31,1985,SO,2511.8290,44.5770,1751.6080,1674.0460
009850,1986/12/31,1986,SO,2456.5790,47.1860,1787.1600,1589.6480
009850,1987/12/31,1987,SO,2640.2860,46.2900,1673.1010,1861.7890
009850,1988/12/31,1988,SO,2063.5330,242.6340,1761.9900,1619.8780
009850,1989/12/31,1989,SO,2157.9890,230.7510,2090.6690,1751.2900
009850,1990/12/31,1990,SO,2208.1290,186.0090,2098.4750,1842.5100
009850,1991/12/31,1991,SO,2038.7950,106.2860,2317.9000,2004.3010
009850,1992/12/31,1992,SO,2295.7390,97.3130,2373.4000,2538.1640
009850,1993/12/31,1993,SO,2334.8570,178.3460,2474.3820,2570.7140
009850,1994/12/31,1994,SO,2368.1830,139.3090,2394.6930,2778.7150
009850,1995/12/31,1995,SO,3509.7040,772.3400,2660.4900,4281.1840
009850,1996/12/31,1996,SO,3057.0000,445.0000,2601.0000,3798.0000
009850,1997/12/31,1997,SO,3603.0000,601.0000,2665.0000,5387.0000
009850,1998/12/31,1998,SO,3706.0000,872.0000,2310.0000,5742.0000
009850,1999/12/31,1999,SO,3529.0000,466.0000,2779.0000,7133.0000
009850,2000/12/31,2000,SO,2825.0000,199.0000,2404.0000,3737.0000
009850,2001/12/31,2001,SO,2956.0000,354.0000,2391.0000,4372.0000
009850,2002/12/31,2002,SO,2967.0000,273.0000,2581.0000,5014.0000
009850,2003/12/31,2003,SO,2917.0000,311.0000,2811.0000,3617.0000
009850,2004/12/31,2004,SO,3463.0000,373.0000,2827.0000,3791.0000
009850,2005/12/31,2005,SO,4205.0000,202.0000,2962.0000,5240.0000
009850,2006/12/31,2006,SO,4019.0000,167.0000,3224.0000,6353.0000
009850,2007/12/31,2007,SO,4732.0000,201.0000,3326.0000,5631.0000
009850,2008/12/31,2008,SO,5358.0000,417.0000,3506.0000,5226.0000
009850,2009/12/31,2009,SO,5873.0000,690.0000,3470.0000,5584.0000
009850,2010/12/31,2010,SO,5883.0000,447.0000,3802.0000,6472.0000
009850,2011/12/31,2011,SO,6272.0000,1315.0000,4231.0000,6577.0000
009850,2012/12/31,2012,SO,6162.0000,628.0000,4444.0000,7014.0000
009850,2013/12/31,2013,SO,5599.0000,659.0000,4424.0000,5536.0000
009850,2014/12/31,2014,SO,6370.0000,710.0000,4510.0000,8967.0000
009850,2015/12/31,2015,SO,6526.0000,1404.0000,4678.0000,9129.0000
009850,2016/12/31,2016,SO,9722.0000,1975.0000,5137.0000,12917.0000
009850,2017/12/31,2017,SO,10072.0000,2130.0000,5981.0000,13594.0000
009850,2018/12/31,2018,SO,9583.0000,1396.0000,5253.0000,14286.0000
009882,1971/12/31,1971,LUV,3.7470,0.2320,-2.1580,2.2110
009882,1972/12/31,1972,LUV,2.0070,0.1340,-1.3360,2.4930
009882,1973/12/31,1973,LUV,1.6330,0.7600,1.2290,1.1310
009882,1974/12/31,1974,LUV,2.1440,0.8860,3.4360,2.1960
009882,1975/12/31,1975,LUV,2.8520,1.3110,4.9280,1.3480
009882,1976/12/31,1976,LUV,11.0040,8.9120,7.6270,2.8400
009882,1977/12/31,1977,LUV,7.8300,4.8470,10.1780,2.7780
009882,1978/12/31,1978,LUV,13.7110,8.6650,21.1220,4.0440
009882,1979/12/31,1979,LUV,21.0890,10.4070,28.9860,12.8940
009882,1980/12/31,1980,LUV,28.9470,0.9850,48.8290,18.9680
009882,1981/12/31,1981,LUV,32.3340,0.6340,48.5040,26.3350
009882,1982/12/31,1982,LUV,41.5990,-1.8780,39.2250,27.3430
009882,1983/12/31,1983,LUV,153.2200,9.3980,68.4980,48.3920
009882,1984/12/31,1984,LUV,62.7590,0.7010,68.4970,47.3000
009882,1985/12/31,1985,LUV,117.8970,4.3790,78.2330,71.8780
009882,1986/12/31,1986,LUV,128.0180,,88.5460,82.8120
009882,1987/12/31,1987,LUV,201.1200,,30.4470,112.3830
009882,1988/12/31,1988,LUV,265.0290,209.9830,85.9800,152.9040
009882,1989/12/31,1989,LUV,203.8780,146.3640,97.6260,195.8980
009882,1990/12/31,1990,LUV,157.8270,87.5070,81.8790,225.3580
009882,1991/12/31,1991,LUV,340.0010,260.8560,62.9360,259.8940
009882,1992/12/31,1992,LUV,506.0860,411.0360,182.6360,368.3600
009882,1993/12/31,1993,LUV,432.0240,295.5710,302.7760,478.6120
009882,1994/12/31,1994,LUV,314.8980,174.5380,316.7090,522.2700
009882,1995/12/31,1995,LUV,473.1360,317.3630,313.5310,610.6210
009882,1996/12/31,1996,LUV,750.9900,581.8410,350.8350,765.4040
009882,1997/12/31,1997,LUV,806.4160,623.3430,524.2360,868.5130
009882,1998/12/31,1998,LUV,574.1550,378.5110,683.6110,850.6530
009882,1999/12/31,1999,LUV,631.0050,418.8190,781.5760,960.4660
009882,2000/12/31,2000,LUV,831.5360,522.9950,1021.1450,1298.4030
009882,2001/12/31,2001,LUV,2520.2190,2279.8610,631.1220,2239.1850
009882,2002/12/31,2002,LUV,2231.9600,1815.3520,381.3380,1433.8280
009882,2003/12/31,2003,LUV,2313.0000,1865.0000,483.0000,1723.0000
009882,2004/12/31,2004,LUV,2172.0000,1305.0000,572.0000,2142.0000
009882,2005/12/31,2005,LUV,3620.0000,2280.0000,820.0000,3848.0000
009882,2006/12/31,2006,LUV,2601.0000,1390.0000,934.0000,2887.0000
009882,2007/12/31,2007,LUV,4443.0000,2213.0000,816.0000,4838.0000
009882,2008/12/31,2008,LUV,2893.0000,1368.0000,459.0000,2806.0000
009882,2009/12/31,2009,LUV,3358.0000,1114.0000,328.0000,2676.0000
009882,2010/12/31,2010,LUV,4279.0000,1261.0000,992.0000,3305.0000
009882,2011/12/31,2011,LUV,4345.0000,829.0000,844.0000,4533.0000
009882,2012/12/31,2012,LUV,4227.0000,1113.0000,806.0000,4650.0000
009882,2013/12/31,2013,LUV,4456.0000,1355.0000,1364.0000,5676.0000
009882,2014/12/31,2014,LUV,4404.0000,1282.0000,2351.0000,5923.0000
009882,2015/12/31,2015,LUV,4024.0000,1583.0000,4280.0000,7406.0000
009882,2016/12/31,2016,LUV,4498.0000,1680.0000,3803.0000,6844.0000
009882,2017/12/31,2017,LUV,4815.0000,1495.0000,3681.0000,6905.0000
009882,2018/12/31,2018,LUV,5028.0000,1854.0000,3206.0000,7905.0000
009899,1984/12/31,1984,T,2508.0990,,1937.8050,2588.0990
009899,1985/12/31,1985,T,2730.2990,,2123.1020,3006.8000
009899,1986/12/31,1986,T,3069.3000,,2197.0950,3308.8000
009899,1987/12/31,1987,T,2702.8000,,2080.5000,3243.2000
009899,1988/12/31,1988,T,2330.4000,206.8000,1957.1000,3008.0000
009899,1989/12/31,1989,T,2493.8000,263.3000,2013.1000,2818.5000
009899,1990/12/31,1990,T,2686.0000,250.2000,2051.9000,3605.0000
009899,1991/12/31,1991,T,2723.9000,327.5000,2133.6000,4094.2000
009899,1992/12/31,1992,T,3203.1000,505.2000,2197.4000,4132.4000
009899,1993/12/31,1993,T,3619.8000,618.4000,2379.6000,4488.5000
009899,1994/12/31,1994,T,3493.3000,364.6000,2790.3000,5190.8000
009899,1995/12/31,1995,T,3679.4000,489.9000,3175.9000,5056.2000
009899,1996/12/31,1996,T,3912.0000,242.0000,3556.0000,5820.0000
009899,1997/12/31,1997,T,7062.0000,398.0000,5896.0000,10252.0000
009899,1998/12/31,1998,T,7538.0000,460.0000,7148.0000,9989.0000
009899,1999/12/31,1999,T,11930.0000,495.0000,11598.0000,19313.0000
009899,2000/12/31,2000,T,23216.0000,643.0000,10743.0000,30357.0000
009899,2001/12/31,2001,T,12580.0000,703.0000,10923.0000,23948.0000
009899,2002/12/31,2002,T,14089.0000,3567.0000,9620.0000,14683.0000
009899,2003/12/31,2003,T,13968.0000,4806.0000,6469.0000,14260.0000
009899,2004/12/31,2004,T,8541.0000,760.0000,5901.0000,18934.0000
009899,2005/12/31,2005,T,14654.0000,1224.0000,6404.0000,25418.0000
009899,2006/12/31,2006,T,25553.0000,2418.0000,10288.0000,40482.0000
009899,2007/12/31,2007,T,24686.0000,1970.0000,20404.0000,39274.0000
009899,2008/12/31,2008,T,22556.0000,,23063.0000,42290.0000
009899,2009/12/31,2009,T,24334.0000,3802.0000,21492.0000,36705.0000
009899,2010/12/31,2010,T,19951.0000,1437.0000,19573.0000,33951.0000
009899,2011/12/31,2011,T,23027.0000,3185.0000,16309.0000,30794.0000
009899,2012/12/31,2012,T,22706.0000,4868.0000,12997.0000,31787.0000
009899,2013/12/31,2013,T,23196.0000,3339.0000,30980.0000,34995.0000
009899,2014/12/31,2014,T,32028.0000,8603.0000,13866.0000,37282.0000
009899,2015/12/31,2015,T,35992.0000,5121.0000,25829.0000,47816.0000
009899,2016/12/31,2016,T,38369.0000,5788.0000,24315.0000,50576.0000
009899,2017/12/31,2017,T,79146.0000,50498.0000,24974.0000,81389.0000
009899,2018/12/31,2018,T,51427.0000,5204.0000,28144.0000,64420.0000
010016,1962/12/31,1962,SWK,46.3000,,6.6500,15.0000
010016,1963/12/31,1963,SWK,48.2000,,8.3740,18.2000
010016,1964/12/31,1964,SWK,54.4000,,9.0700,19.3000
010016,1965/12/31,1965,SWK,72.0050,,13.2100,24.4990
010016,1966/12/31,1966,SWK,95.7000,,23.9800,32.5000
010016,1967/12/31,1967,SWK,96.4000,,20.8200,32.1000
010016,1968/12/31,1968,SWK,99.1000,,18.1700,33.1000
010016,1969/12/31,1969,SWK,102.3510,4.1550,26.2600,31.8700
010016,1970/12/31,1970,SWK,106.2820,6.7360,24.2310,32.7850
010016,1971/12/31,1971,SWK,129.5490,7.8200,31.0140,54.0310
010016,1972/12/31,1972,SWK,163.1680,7.7490,41.2730,63.9760
010016,1973/12/31,1973,SWK,206.5340,8.1370,42.0260,91.8970
010016,1974/12/31,1974,SWK,214.1750,8.9280,38.9130,104.8930
010016,1975/12/31,1975,SWK,225.6760,12.1810,39.6290,77.9090
010016,1976/12/31,1976,SWK,257.3180,10.4510,57.6790,92.9540
010016,1977/12/31,1977,SWK,282.4030,13.7270,77.0540,92.9130
010016,1978/12/31,1978,SWK,335.5830,8.6040,96.6640,116.7850
010016,1979/12/31,1979,SWK,391.6810,8.0270,101.9230,153.9020
010016,1980/12/31,1980,SWK,403.7330,9.6300,94.8040,146.2470
010016,1981/12/31,1981,SWK,418.1240,7.4760,91.0000,169.5210
010016,1982/12/31,1982,SWK,369.8380,13.4980,70.3810,129.4890
010016,1983/12/31,1983,SWK,403.5890,,97.2110,146.6520
010016,1984/12/31,1984,SWK,430.0090,,136.9650,167.3510
010016,1985/12/31,1985,SWK,487.0040,,151.1610,149.0630
010016,1986/12/31,1986,SWK,628.6560,,161.8880,215.3630
010016,1987/12/31,1987,SWK,744.5670,,211.2650,311.7200
010016,1988/12/31,1988,SWK,710.4510,36.6270,219.0270,266.5210
010016,1989/12/31,1989,SWK,759.7000,55.4000,235.6000,283.7000
010016,1990/12/31,1990,SWK,744.2000,94.7000,214.2000,282.4000
010016,1991/12/31,1991,SWK,743.9000,58.3000,204.2000,308.9000
010016,1992/12/31,1992,SWK,778.7000,81.1000,208.0000,329.9000
010016,1993/12/31,1993,SWK,758.6000,43.7000,207.8000,357.1000
010016,1994/12/31,1994,SWK,888.5000,69.3000,266.5000,421.5000
010016,1995/12/31,1995,SWK,915.1000,75.4000,251.9000,387.7000
010016,1996/12/31,1996,SWK,910.9000,84.0000,299.8000,381.6000
010016,1997/12/31,1997,SWK,1005.3000,152.2000,329.4000,622.7000
010016,1998/12/31,1998,SWK,1086.4000,110.1000,337.5000,702.1000
010016,1999/12/31,1999,SWK,1091.0000,88.0000,309.9000,693.0000
010016,2000/12/31,2000,SWK,1094.3000,93.6000,340.8000,707.3000
010016,2001/12/31,2001,SWK,1141.4000,115.2000,350.1000,825.5000
010016,2002/12/31,2002,SWK,1190.4000,121.7000,311.6000,680.9000
010016,2003/12/31,2003,SWK,1200.7000,204.4000,311.8000,753.5000
010016,2004/12/31,2004,SWK,1371.9000,250.0000,418.0000,818.8000
010016,2005/12/31,2005,SWK,1825.6000,657.8000,455.5000,875.3000
010016,2006/12/31,2006,SWK,1638.5000,176.6000,526.3000,1251.1000
010016,2007/12/31,2007,SWK,1768.4000,240.4000,638.2000,1277.5000
010016,2008/12/31,2008,SWK,1499.3000,211.6000,473.3000,1197.2000
010016,2009/12/31,2009,SWK,1411.9000,400.7000,380.3000,1192.0000
010016,2010/12/31,2010,SWK,4815.6000,1745.4000,912.4000,2742.2000
010016,2011/12/31,2011,SWK,4322.7000,906.9000,1196.0000,3268.5000
010016,2012/12/31,2012,SWK,4098.3000,716.0000,1162.7000,3073.4000
010016,2013/12/31,2013,SWK,3968.7000,496.2000,1180.8000,3221.0000
010016,2014/12/31,2014,SWK,3948.8000,496.6000,1353.8000,2832.0000
010016,2015/12/31,2015,SWK,3662.1000,465.4000,1428.5000,2802.6000
010016,2016/12/31,2016,SWK,4788.5000,1131.8000,1498.9000,2807.5000
010016,2017/12/31,2017,SWK,4566.1000,637.5000,1718.6000,4361.8000
010016,2018/12/31,2018,SWK,4569.4000,288.7000,1676.8000,4001.6000
010035,1963/12/31,1963,STT,,135.4040,,
010035,1964/12/31,1964,STT,,157.0440,,
010035,1965/12/31,1965,STT,,176.2330,,
010035,1966/12/31,1966,STT,,181.2520,,
010035,1967/12/31,1967,STT,,207.7110,,
010035,1968/12/31,1968,STT,,256.9510,,
010035,1969/12/31,1969,STT,,254.7080,,
010035,1970/12/31,1970,STT,,295.7980,28.4420,
010035,1971/12/31,1971,STT,,267.8250,23.4180,
010035,1972/12/31,1972,STT,,312.8410,23.6900,
010035,1973/12/31,1973,STT,,279.9550,25.1780,
010035,1974/12/31,1974,STT,,274.9120,27.0560,
010035,1975/12/31,1975,STT,,241.2470,17.4150,
010035,1976/12/31,1976,STT,,275.6980,24.6910,
010035,1977/12/31,1977,STT,,351.1850,17.5200,
010035,1978/12/31,1978,STT,,371.7950,33.1960,
010035,1979/12/31,1979,STT,,393.6420,48.0110,
010035,1980/12/31,1980,STT,,541.6390,59.3470,
010035,1981/12/31,1981,STT,,610.4590,69.6740,
010035,1982/12/31,1982,STT,,590.8180,116.6700,
010035,1983/12/31,1983,STT,,500.4470,117.9690,
010035,1984/12/31,1984,STT,,837.6700,136.9460,
010035,1985/12/31,1985,STT,,818.8200,157.2260,
010035,1986/12/31,1986,STT,,1323.4110,205.5670,
010035,1987/12/31,1987,STT,,574.3990,241.9810,
010035,1988/12/31,1988,STT,,780.9800,262.1820,
010035,1989/12/31,1989,STT,,1225.1090,296.7820,
010035,1990/12/31,1990,STT,,1403.0490,341.1750,
010035,1991/12/31,1991,STT,,1016.7600,402.6880,
010035,1992/12/31,1992,STT,,1284.4690,442.8830,
010035,1993/12/31,1993,STT,,1469.3950,499.6020,
010035,1994/12/31,1994,STT,,1004.8520,583.0880,
010035,1995/12/31,1995,STT,,1421.9410,682.3150,
010035,1996/12/31,1996,STT,,1623.0000,832.0000,
010035,1997/12/31,1997,STT,,2411.0000,1042.0000,
010035,1998/12/31,1998,STT,,1365.0000,1188.0000,
010035,1999/12/31,1999,STT,,2930.0000,1578.0000,
010035,2000/12/31,2000,STT,,1618.0000,1825.0000,
010035,2001/12/31,2001,STT,,1651.0000,1955.0000,
010035,2002/12/31,2002,STT,,1361.0000,1985.0000,
010035,2003/12/31,2003,STT,,3376.0000,2358.0000,
010035,2004/12/31,2004,STT,,2035.0000,2631.0000,
010035,2005/12/31,2005,STT,,2684.0000,2520.0000,
010035,2006/12/31,2006,STT,,2368.0000,2985.0000,
010035,2007/12/31,2007,STT,,4733.0000,4353.0000,
010035,2008/12/31,2008,STT,,3181.0000,5671.0000,
010035,2009/12/31,2009,STT,,2641.0000,4585.0000,
010035,2010/12/31,2010,STT,,3311.0000,4389.0000,
010035,2011/12/31,2011,STT,,2193.0000,4751.0000,
010035,2012/12/31,2012,STT,,2590.0000,4774.0000,
010035,2013/12/31,2013,STT,,3220.0000,4996.0000,
010035,2014/12/31,2014,STT,,1855.0000,5209.0000,
010035,2015/12/31,2015,STT,,1207.0000,5111.0000,
010035,2016/12/31,2016,STT,,1314.0000,4661.0000,
010035,2017/12/31,2017,STT,,2107.0000,5543.0000,
010035,2018/12/31,2018,STT,,3597.0000,6162.0000,
010096,1981/12/31,1981,PSA,,,3.5760,0.4860
010096,1982/12/31,1982,PSA,,,3.2060,2.0260
010096,1983/12/31,1983,PSA,,,4.5600,
010096,1984/12/31,1984,PSA,,0.2470,7.7850,
010096,1985/12/31,1985,PSA,,0.1490,13.5350,
010096,1986/12/31,1986,PSA,,,16.5350,
010096,1987/12/31,1987,PSA,,,19.1830,
010096,1988/12/31,1988,PSA,,11.6950,19.5380,
010096,1989/12/31,1989,PSA,,4.1710,19.0490,
010096,1990/12/31,1990,PSA,,0.6670,19.5010,
010096,1991/12/31,1991,PSA,,1.2610,22.4270,
010096,1992/12/31,1992,PSA,,1.4260,26.1520,
010096,1993/12/31,1993,PSA,,10.5320,41.4050,
010096,1994/12/31,1994,PSA,,20.1510,58.4920,
010096,1995/12/31,1995,PSA,,80.4360,86.0310,
010096,1996/12/31,1996,PSA,,26.8560,171.3940,
010096,1997/12/31,1997,PSA,,41.4550,197.1250,
010096,1998/12/31,1998,PSA,,51.2250,251.8160,
010096,1999/12/31,1999,PSA,,55.1250,309.7080,
010096,2000/12/31,2000,PSA,,89.4670,334.9510,
010096,2001/12/31,2001,PSA,,49.3470,369.3590,
010096,2002/12/31,2002,PSA,,103.1240,381.3200,
010096,2003/12/31,2003,PSA,,204.8330,378.6370,
010096,2004/12/31,2004,PSA,,366.2550,418.0480,
010096,2005/12/31,2005,PSA,,,489.7010,
010096,2006/12/31,2006,PSA,,,414.3450,
010096,2007/12/31,2007,PSA,,,504.0410,
010096,2008/12/31,2008,PSA,,,708.4240,
010096,2009/12/31,2009,PSA,,,782.0390,
010096,2010/12/31,2010,PSA,,,762.5900,
010096,2011/12/31,2011,PSA,,139.0080,856.9360,
010096,2012/12/31,2012,PSA,,,939.6420,
010096,2013/12/31,2013,PSA,,,1042.6600,
010096,2014/12/31,2014,PSA,,,1169.1040,
010096,2015/12/31,2015,PSA,,,1302.9900,
010096,2016/12/31,2016,PSA,,,1446.3900,
010096,2017/12/31,2017,PSA,,,1517.3680,
010096,2018/12/31,2018,PSA,,361.2180,1572.8290,
010115,1978/12/31,1978,SYK,12.4180,0.5480,3.7480,4.4660
010115,1979/12/31,1979,SYK,14.2830,0.2700,4.4420,4.6190
010115,1980/12/31,1980,SYK,17.6480,0.5620,5.2560,5.3170
010115,1981/12/31,1981,SYK,22.0250,0.5430,6.3740,6.8270
010115,1982/12/31,1982,SYK,26.2990,0.7740,7.7720,8.1920
010115,1983/12/31,1983,SYK,33.4680,0.5650,9.5620,10.0550
010115,1984/12/31,1984,SYK,43.1270,0.8450,11.8180,12.3220
010115,1985/12/31,1985,SYK,54.0940,1.0920,14.5170,16.6680
010115,1986/12/31,1986,SYK,63.7350,0.3720,18.2930,20.8060
010115,1987/12/31,1987,SYK,80.9470,1.3990,22.0110,24.5480
010115,1988/12/31,1988,SYK,98.8040,4.6020,26.3600,28.7330
010115,1989/12/31,1989,SYK,125.1040,19.2820,31.6280,35.5100
010115,1990/12/31,1990,SYK,175.6340,38.6720,35.7050,57.7570
010115,1991/12/31,1991,SYK,228.6780,52.9210,51.5560,88.3820
010115,1992/12/31,1992,SYK,269.6050,43.0910,73.7010,101.4080
010115,1993/12/31,1993,SYK,343.8510,49.7120,91.9420,129.8860
010115,1994/12/31,1994,SYK,540.5290,116.7810,120.4760,179.2110
010115,1995/12/31,1995,SYK,623.2530,69.0490,157.3110,174.4380
010115,1996/12/31,1996,SYK,753.5370,175.6730,134.1910,251.7410
010115,1997/12/31,1997,SYK,756.6080,154.0270,183.9740,303.0110
010115,1998/12/31,1998,SYK,1301.3230,124.9510,188.8640,668.5050
010115,1999/12/31,1999,SYK,1110.4000,80.0000,364.7000,669.6000
010115,2000/12/31,2000,SYK,997.0000,54.0000,431.7000,617.4000
010115,2001/12/31,2001,SYK,993.1000,50.1000,472.6000,533.4000
010115,2002/12/31,2002,SYK,1151.3000,37.8000,564.7000,707.5000
010115,2003/12/31,2003,SYK,1397.6000,65.9000,677.8000,850.5000
010115,2004/12/31,2004,SYK,2142.6000,349.4000,841.2000,1113.5000
010115,2005/12/31,2005,SYK,2870.1000,491.2000,1014.7000,1248.8000
010115,2006/12/31,2006,SYK,3534.3000,416.6000,1127.0000,1351.5000
010115,2007/12/31,2007,SYK,4904.9000,290.5000,1327.1000,1333.0000
010115,2008/12/31,2008,SYK,4979.3000,701.1000,1553.9000,1462.1000
010115,2009/12/31,2009,SYK,5851.2000,658.7000,1598.9000,1441.0000
010115,2010/12/31,2010,SYK,7631.4000,1757.6000,1850.6000,1605.0000
010115,2011/12/31,2011,SYK,7211.0000,905.0000,1971.0000,1828.0000
010115,2012/12/31,2012,SYK,8148.0000,1395.0000,1909.0000,1876.0000
010115,2013/12/31,2013,SYK,8335.0000,1339.0000,1486.0000,2657.0000
